firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name2342,lastname2342,July,7,1998,BS Legal Managemnet,Globe,Male
name2343,lastname2343,January,1,1998,BS Management Engineering,Globe,Male
name2344,lastname2344,May,14,1997,BS Communications Technology,Globe,Male
name2345,lastname2345,April,13,1998,BS Management,Globe,Male
name2346,lastname2346,February,7,1997,BS Communications Technology,Globe,Male
name2347,lastname2347,July,6,1998,BS Management,Globe,Female
name2348,lastname2348,July,18,2000,BS Legal Management,Smart,Female
name2349,lastname2349,October,17,2000,BS Management Engineering,Globe,Male
name2350,lastname2350,May,28,1998,BS Information Technology Entrepreneurship,Globe,Male
name2351,lastname2351,March,9,1998,BS Communications Technology,Globe,Male
name2352,lastname2352,June,7,1998,BS Management Engineering,Globe,Female
name2353,lastname2353,June,1,2001,BS Communications Technology,Globe,Male
name2354,lastname2354,July,11,1998,BS Information Technology Entrepreneurship,Smart,Female
name2355,lastname2355,June,23,2001,BS Communications Technology,Globe,Female
name2356,lastname2356,May,6,1997,BS Management,Globe,Female
name2357,lastname2357,June,13,1998,BS Information Technology Entrepreneurship,Globe,Female
name2358,lastname2358,December,18,2001,BS Management Engineering,Smart,Male
name2359,lastname2359,May,1,1998,BS Information Technology Entrepreneurship,Smart,Male
name2360,lastname2360,March,12,1998,BS Management Engineering,Globe,Male
name2361,lastname2361,February,15,2000,BS Communications Technology,Globe,Male
name2362,lastname2362,January,17,1998,BS Communications Technology,Globe,Male
name2363,lastname2363,May,10,1997,BS Legal Managemnet,Smart,Female
name2364,lastname2364,February,7,1997,BS Communications Technology,Globe,Female
name2365,lastname2365,October,15,1997,BS Management Engineering,Globe,Female
name2366,lastname2366,December,27,1998,BS Legal Management,Smart,Male
name2367,lastname2367,July,26,1997,BS Legal Managemnet,Smart,Female
name2368,lastname2368,May,1,1997,BS Information Technology Entrepreneurship,Smart,Female
name2369,lastname2369,May,23,1997,BS Communications Technology,Globe,Male
name2370,lastname2370,January,18,1998,BS Communications Technology,Globe,Female
name2371,lastname2371,April,11,2000,BS Legal Management,Globe,Female
name2372,lastname2372,July,4,2001,BS Legal Management,Globe,Male
name2373,lastname2373,May,12,2000,BS Management Engineering,Globe,Female
name2374,lastname2374,August,27,2000,BS Information Technology Entrepreneurship,Globe,Male
name2375,lastname2375,November,2,1999,BS Management,Smart,Male
name2376,lastname2376,May,27,1999,BS Information Technology Entrepreneurship,Smart,Female
name2377,lastname2377,September,12,2001,BS Communications Technology,Globe,Female
name2378,lastname2378,December,2,1997,BS Management,Smart,Male
name2379,lastname2379,November,10,1997,BS Legal Managemnet,Globe,Male
name2380,lastname2380,November,17,1999,BS Legal Management,Globe,Female
name2381,lastname2381,June,13,1998,BS Management Engineering,Globe,Male
name2382,lastname2382,December,12,1997,BS Communications Technology,Globe,Male
name2383,lastname2383,April,19,2000,BS Legal Management,Smart,Female
name2384,lastname2384,September,19,1998,BS Communications Technology,Globe,Male
name2385,lastname2385,December,23,2001,BS Management Engineering,Globe,Male
name2386,lastname2386,December,18,1997,BS Management,Smart,Female
name2387,lastname2387,March,11,1997,BS Management,Globe,Male
name2388,lastname2388,September,7,1998,BS Communications Technology,Globe,Male
name2389,lastname2389,March,13,1997,BS Legal Management,Globe,Female
name2390,lastname2390,November,9,1998,BS Communications Technology,Globe,Male
name2391,lastname2391,August,21,2000,BS Legal Management,Globe,Male
name2392,lastname2392,March,21,2001,BS Information Technology Entrepreneurship,Globe,Male
name2393,lastname2393,October,22,1998,BS Information Technology Entrepreneurship,Globe,Male
name2394,lastname2394,August,23,1999,BS Management Engineering,Globe,Female
name2395,lastname2395,June,16,1997,BS Legal Management,Globe,Male
name2396,lastname2396,June,28,1997,BS Management Engineering,Globe,Female
name2397,lastname2397,April,27,1997,BS Communications Technology,Globe,Male
name2398,lastname2398,March,5,1999,BS Communications Technology,Globe,Female
name2399,lastname2399,August,5,2000,BS Management Engineering,Globe,Female
name2400,lastname2400,April,27,2000,BS Management Engineering,Smart,Female
name2401,lastname2401,October,28,2000,BS Management,Globe,Male
name2402,lastname2402,October,15,1999,BS Communications Technology,Globe,Female
name2403,lastname2403,June,22,1999,BS Management Engineering,Globe,Male
name2404,lastname2404,October,24,2001,BS Communications Technology,Globe,Male
name2405,lastname2405,July,19,1999,BS Information Technology Entrepreneurship,Smart,Male
name2406,lastname2406,March,7,1998,BS Management,Smart,Female
name2407,lastname2407,March,10,2000,BS Information Technology Entrepreneurship,Globe,Female
name2408,lastname2408,February,16,1997,BS Management,Globe,Female
name2409,lastname2409,May,6,1997,BS Communications Technology,Globe,Male
name2410,lastname2410,March,28,2000,BS Management,Globe,Female
name2411,lastname2411,October,22,1998,BS Communications Technology,Globe,Male
name2412,lastname2412,June,16,1999,BS Communications Technology,Globe,Male
name2413,lastname2413,November,26,2001,BS Legal Managemnet,Globe,Female
name2414,lastname2414,February,18,1999,BS Information Technology Entrepreneurship,Globe,Female
name2415,lastname2415,October,10,1998,BS Communications Technology,Smart,Male
name2416,lastname2416,September,25,1999,BS Management,Globe,Female
name2417,lastname2417,November,1,2000,BS Management,Smart,Male
name2418,lastname2418,December,13,2000,BS Information Technology Entrepreneurship,Globe,Female
name2419,lastname2419,November,16,2001,BS Communications Technology,Globe,Male
name2420,lastname2420,June,10,2000,BS Legal Management,Smart,Male
name2421,lastname2421,May,3,1998,BS Information Technology Entrepreneurship,Globe,Male
name2422,lastname2422,May,28,1999,BS Communications Technology,Globe,Male
name2423,lastname2423,March,10,1999,BS Management,Globe,Female
name2424,lastname2424,March,14,2001,BS Information Technology Entrepreneurship,Globe,Female
name2425,lastname2425,July,19,1999,BS Information Technology Entrepreneurship,Smart,Male
name2426,lastname2426,May,16,2000,BS Management Engineering,Smart,Female
name2427,lastname2427,February,4,2000,BS Management,Globe,Male
name2428,lastname2428,November,13,1997,BS Information Technology Entrepreneurship,Globe,Female
name2429,lastname2429,June,22,1997,BS Legal Managemnet,Globe,Female
name2430,lastname2430,May,17,1998,BS Information Technology Entrepreneurship,Smart,Female
name2431,lastname2431,August,13,1998,BS Management,Globe,Male
name2432,lastname2432,May,15,1999,BS Management Engineering,Globe,Male
name2433,lastname2433,September,17,1997,BS Communications Technology,Globe,Female
name2434,lastname2434,January,19,1999,BS Management Engineering,Globe,Female
name2435,lastname2435,April,4,1998,BS Communications Technology,Globe,Female
name2436,lastname2436,February,12,1997,BS Management Engineering,Smart,Male
name2437,lastname2437,March,19,1999,BS Communications Technology,Smart,Male
name2438,lastname2438,October,21,1998,BS Information Technology Entrepreneurship,Globe,Male
name2439,lastname2439,February,5,1998,BS Management Engineering,Smart,Male
name2440,lastname2440,September,19,1998,BS Management,Globe,Male
name2441,lastname2441,February,12,2001,BS Legal Management,Globe,Male
name2442,lastname2442,November,10,2001,BS Management Engineering,Globe,Male
name2443,lastname2443,July,25,1998,BS Information Technology Entrepreneurship,Smart,Male
name2444,lastname2444,August,16,1998,BS Management,Smart,Female
name2445,lastname2445,September,5,1998,BS Management,Globe,Male
name2446,lastname2446,February,22,2000,BS Management Engineering,Globe,Male
name2447,lastname2447,February,11,2001,BS Management Engineering,Smart,Male
name2448,lastname2448,June,4,2000,BS Communications Technology,Globe,Female
name2449,lastname2449,July,6,1998,BS Legal Managemnet,Smart,Female
name2450,lastname2450,June,21,1998,BS Management,Globe,Male
name2451,lastname2451,January,22,1999,BS Management Engineering,Globe,Male
name2452,lastname2452,April,23,1999,BS Management Engineering,Globe,Male
name2453,lastname2453,March,22,2001,BS Communications Technology,Globe,Male
name2454,lastname2454,November,19,1999,BS Management Engineering,Globe,Female
name2455,lastname2455,December,24,1997,BS Information Technology Entrepreneurship,Smart,Male
name2456,lastname2456,April,9,1998,BS Legal Management,Globe,Male
name2457,lastname2457,October,10,2001,BS Management,Globe,Male
name2458,lastname2458,November,4,1999,BS Information Technology Entrepreneurship,Globe,Male
name2459,lastname2459,January,6,1998,BS Communications Technology,Globe,Female
name2460,lastname2460,April,18,2001,BS Information Technology Entrepreneurship,Smart,Male
name2461,lastname2461,November,18,1998,BS Legal Management,Globe,Female
name2462,lastname2462,November,4,1997,BS Information Technology Entrepreneurship,Smart,Male
name2463,lastname2463,January,28,1997,BS Management,Globe,Female
name2464,lastname2464,September,6,1998,BS Management,Globe,Male
name2465,lastname2465,October,28,1999,BS Management,Globe,Female
name2466,lastname2466,May,28,1997,BS Management Engineering,Smart,Female
name2467,lastname2467,February,12,1997,BS Legal Management,Globe,Female
name2468,lastname2468,September,4,1997,BS Management,Globe,Male
name2469,lastname2469,November,26,1999,BS Information Technology Entrepreneurship,Globe,Female
name2470,lastname2470,July,5,1999,BS Management Engineering,Smart,Male
name2471,lastname2471,April,15,1998,BS Management,Globe,Female
name2472,lastname2472,December,13,1997,BS Communications Technology,Smart,Male
name2473,lastname2473,May,6,1997,BS Management,Smart,Female
name2474,lastname2474,January,24,1997,BS Management Engineering,Smart,Male
name2475,lastname2475,January,12,1999,BS Legal Managemnet,Globe,Male
name2476,lastname2476,August,15,2001,BS Legal Management,Smart,Female
name2477,lastname2477,September,27,2001,BS Legal Management,Smart,Male
name2478,lastname2478,November,3,2001,BS Management,Globe,Male
name2479,lastname2479,December,23,1999,BS Legal Managemnet,Smart,Female
name2480,lastname2480,May,22,1998,BS Communications Technology,Smart,Male
name2481,lastname2481,March,3,2001,BS Communications Technology,Globe,Male
name2482,lastname2482,September,10,2000,BS Communications Technology,Globe,Male
name2483,lastname2483,January,6,2000,BS Legal Managemnet,Globe,Male
name2484,lastname2484,November,10,2000,BS Management Engineering,Globe,Male
name2485,lastname2485,May,14,1999,BS Management,Globe,Male
name2486,lastname2486,January,6,1999,BS Management,Globe,Female
name2487,lastname2487,December,26,2000,BS Communications Technology,Globe,Male
name2488,lastname2488,March,25,1999,BS Management,Smart,Male
name2489,lastname2489,January,20,1997,BS Legal Management,Smart,Male
name2490,lastname2490,August,16,2000,BS Legal Management,Smart,Female
name2491,lastname2491,January,3,1999,BS Legal Management,Globe,Male
name2492,lastname2492,January,9,2001,BS Information Technology Entrepreneurship,Globe,Female
name2493,lastname2493,September,9,1999,BS Management Engineering,Globe,Female
name2494,lastname2494,April,10,2000,BS Communications Technology,Smart,Male
name2495,lastname2495,May,11,1998,BS Communications Technology,Globe,Male
name2496,lastname2496,September,16,1998,BS Communications Technology,Globe,Male
name2497,lastname2497,December,10,2000,BS Management Engineering,Globe,Male
name2498,lastname2498,December,8,2001,BS Management,Globe,Male
name2499,lastname2499,September,2,1997,BS Information Technology Entrepreneurship,Globe,Male
name2500,lastname2500,March,12,2001,BS Management,Smart,Male
name2501,lastname2501,December,1,2001,BS Management,Globe,Female
name2502,lastname2502,December,19,2000,BS Management,Globe,Female
name2503,lastname2503,February,6,1998,BS Communications Technology,Smart,Female
name2504,lastname2504,April,9,2000,BS Legal Management,Smart,Male
name2505,lastname2505,January,28,1997,BS Information Technology Entrepreneurship,Globe,Female
name2506,lastname2506,November,22,1998,BS Communications Technology,Globe,Female
name2507,lastname2507,February,11,1997,BS Legal Management,Globe,Female
name2508,lastname2508,April,18,2001,BS Legal Management,Globe,Male
name2509,lastname2509,October,25,1998,BS Legal Managemnet,Globe,Female
name2510,lastname2510,June,11,1998,BS Communications Technology,Globe,Male
name2511,lastname2511,December,25,1997,BS Legal Management,Smart,Female
name2512,lastname2512,May,25,1999,BS Management Engineering,Globe,Female
name2513,lastname2513,November,10,2000,BS Communications Technology,Smart,Male
name2514,lastname2514,September,15,1998,BS Information Technology Entrepreneurship,Smart,Female
name2515,lastname2515,April,28,2001,BS Management Engineering,Globe,Male
name2516,lastname2516,January,19,1997,BS Management,Smart,Female
name2517,lastname2517,November,17,1998,BS Information Technology Entrepreneurship,Globe,Female
name2518,lastname2518,October,15,2001,BS Legal Management,Smart,Female
name2519,lastname2519,May,24,1999,BS Information Technology Entrepreneurship,Globe,Male
name2520,lastname2520,October,11,1998,BS Management,Smart,Male
name2521,lastname2521,January,18,1997,BS Management Engineering,Globe,Male
name2522,lastname2522,May,28,2001,BS Communications Technology,Globe,Male
name2523,lastname2523,July,23,2001,BS Information Technology Entrepreneurship,Globe,Female
name2524,lastname2524,May,26,2000,BS Management Engineering,Globe,Female
name2525,lastname2525,April,12,1998,BS Management Engineering,Globe,Male
name2526,lastname2526,January,9,2001,BS Management Engineering,Smart,Male
name2527,lastname2527,April,21,1997,BS Management,Smart,Male
name2528,lastname2528,April,5,1999,BS Legal Managemnet,Globe,Female
name2529,lastname2529,May,11,1998,BS Management,Globe,Male
name2530,lastname2530,June,17,2000,BS Management,Smart,Male
name2531,lastname2531,January,17,1998,BS Communications Technology,Globe,Male
name2532,lastname2532,November,28,2001,BS Legal Management,Globe,Female
name2533,lastname2533,December,12,2000,BS Information Technology Entrepreneurship,Smart,Male
name2534,lastname2534,May,19,1999,BS Management Engineering,Smart,Male
name2535,lastname2535,September,16,1997,BS Legal Management,Globe,Male
name2536,lastname2536,February,17,2001,BS Management Engineering,Globe,Female
name2537,lastname2537,November,9,1998,BS Information Technology Entrepreneurship,Smart,Female
name2538,lastname2538,January,2,1997,BS Communications Technology,Smart,Female
name2539,lastname2539,February,3,1998,BS Information Technology Entrepreneurship,Globe,Male
name2540,lastname2540,November,18,1997,BS Information Technology Entrepreneurship,Smart,Male
name2541,lastname2541,November,18,1999,BS Legal Management,Smart,Male
name2542,lastname2542,December,5,1997,BS Communications Technology,Globe,Female
name2543,lastname2543,September,18,1998,BS Communications Technology,Smart,Female
name2544,lastname2544,April,18,1999,BS Management Engineering,Globe,Male
name2545,lastname2545,July,13,2000,BS Communications Technology,Smart,Male
name2546,lastname2546,August,19,1999,BS Information Technology Entrepreneurship,Globe,Female
name2547,lastname2547,February,16,2000,BS Communications Technology,Smart,Female
name2548,lastname2548,January,5,1999,BS Management,Globe,Male
name2549,lastname2549,April,20,1998,BS Management Engineering,Smart,Male
name2550,lastname2550,August,8,1998,BS Information Technology Entrepreneurship,Smart,Male
name2551,lastname2551,March,12,1997,BS Information Technology Entrepreneurship,Globe,Female
name2552,lastname2552,May,18,1997,BS Legal Management,Globe,Male
name2553,lastname2553,July,14,1997,BS Communications Technology,Globe,Female
name2554,lastname2554,April,25,1999,BS Legal Managemnet,Globe,Female
name2555,lastname2555,August,10,1997,BS Information Technology Entrepreneurship,Globe,Male
name2556,lastname2556,February,18,1998,BS Legal Managemnet,Globe,Female
name2557,lastname2557,July,4,1999,BS Management Engineering,Globe,Male
name2558,lastname2558,December,15,1997,BS Legal Management,Globe,Male
name2559,lastname2559,August,7,2001,BS Communications Technology,Globe,Male
name2560,lastname2560,February,3,1998,BS Legal Management,Globe,Male
name2561,lastname2561,August,12,2000,BS Management,Globe,Female
name2562,lastname2562,May,24,1999,BS Legal Management,Globe,Male
name2563,lastname2563,March,16,1997,BS Legal Management,Globe,Male
name2564,lastname2564,October,22,1998,BS Management,Globe,Female
name2565,lastname2565,January,6,1997,BS Communications Technology,Globe,Male
name2566,lastname2566,December,22,1998,BS Communications Technology,Globe,Female
name2567,lastname2567,April,21,2000,BS Management,Globe,Female
name2568,lastname2568,May,17,1998,BS Management,Globe,Female
name2569,lastname2569,October,21,2000,BS Management,Globe,Female
name2570,lastname2570,October,15,2001,BS Management Engineering,Smart,Male
name2571,lastname2571,July,8,1999,BS Management Engineering,Globe,Male
name2572,lastname2572,October,11,2001,BS Communications Technology,Globe,Male
name2573,lastname2573,May,23,1998,BS Management Engineering,Globe,Female
name2574,lastname2574,January,16,1997,BS Management,Smart,Male
name2575,lastname2575,December,25,2000,BS Communications Technology,Globe,Female
name2576,lastname2576,May,25,1998,BS Information Technology Entrepreneurship,Globe,Female
name2577,lastname2577,April,15,1997,BS Communications Technology,Globe,Female
name2578,lastname2578,December,17,2001,BS Communications Technology,Globe,Male
name2579,lastname2579,October,8,1999,BS Management Engineering,Globe,Male
name2580,lastname2580,August,20,1997,BS Legal Managemnet,Smart,Male
name2581,lastname2581,November,7,1999,BS Legal Managemnet,Smart,Female
name2582,lastname2582,January,8,1998,BS Legal Management,Globe,Male
name2583,lastname2583,April,28,2001,BS Communications Technology,Globe,Male
name2584,lastname2584,February,11,1999,BS Information Technology Entrepreneurship,Smart,Male
name2585,lastname2585,May,8,1999,BS Communications Technology,Smart,Male
name2586,lastname2586,April,6,1998,BS Management,Globe,Female
name2587,lastname2587,April,5,1999,BS Information Technology Entrepreneurship,Globe,Male
name2588,lastname2588,April,9,2000,BS Management,Globe,Male
name2589,lastname2589,March,13,1999,BS Legal Managemnet,Globe,Male
name2590,lastname2590,September,4,2001,BS Communications Technology,Globe,Male
name2591,lastname2591,January,13,2000,BS Management,Globe,Female
name2592,lastname2592,October,25,1999,BS Communications Technology,Smart,Male
name2593,lastname2593,June,18,1998,BS Management Engineering,Globe,Male
name2594,lastname2594,June,12,1999,BS Management,Globe,Male
name2595,lastname2595,August,14,1998,BS Communications Technology,Globe,Male
name2596,lastname2596,December,22,1998,BS Management Engineering,Smart,Male
name2597,lastname2597,February,11,1999,BS Communications Technology,Globe,Male
name2598,lastname2598,April,18,1998,BS Management Engineering,Globe,Male
name2599,lastname2599,August,22,1999,BS Communications Technology,Smart,Male
name2600,lastname2600,October,23,1999,BS Communications Technology,Globe,Male
name2601,lastname2601,August,3,1999,BS Communications Technology,Smart,Female
name2602,lastname2602,August,19,1999,BS Management Engineering,Smart,Female
name2603,lastname2603,November,23,1997,BS Communications Technology,Smart,Female
name2604,lastname2604,November,19,1999,BS Management,Smart,Male
name2605,lastname2605,September,26,2000,BS Information Technology Entrepreneurship,Smart,Female
name2606,lastname2606,February,17,1998,BS Communications Technology,Globe,Female
name2607,lastname2607,September,5,2001,BS Communications Technology,Globe,Female
name2608,lastname2608,January,15,1998,BS Communications Technology,Globe,Female
name2609,lastname2609,April,27,2001,BS Communications Technology,Globe,Female
name2610,lastname2610,April,17,1998,BS Legal Managemnet,Smart,Male
name2611,lastname2611,October,12,2001,BS Management,Globe,Female
name2612,lastname2612,June,10,1999,BS Information Technology Entrepreneurship,Smart,Male
name2613,lastname2613,July,24,1998,BS Legal Management,Smart,Female
name2614,lastname2614,May,25,2001,BS Information Technology Entrepreneurship,Globe,Female
name2615,lastname2615,January,17,1999,BS Management,Smart,Male
name2616,lastname2616,May,10,1997,BS Management,Globe,Female
name2617,lastname2617,May,19,1998,BS Information Technology Entrepreneurship,Globe,Female
name2618,lastname2618,August,13,1998,BS Information Technology Entrepreneurship,Globe,Male
name2619,lastname2619,July,9,1999,BS Communications Technology,Smart,Female
name2620,lastname2620,November,9,1998,BS Information Technology Entrepreneurship,Globe,Male
name2621,lastname2621,May,24,1998,BS Management Engineering,Smart,Female
name2622,lastname2622,June,22,2001,BS Management,Globe,Male
name2623,lastname2623,April,21,1998,BS Communications Technology,Globe,Male
name2624,lastname2624,July,25,2000,BS Information Technology Entrepreneurship,Globe,Female
name2625,lastname2625,November,8,1999,BS Information Technology Entrepreneurship,Globe,Male
name2626,lastname2626,July,22,1998,BS Communications Technology,Globe,Female
name2627,lastname2627,January,24,2000,BS Information Technology Entrepreneurship,Globe,Female
name2628,lastname2628,January,3,1999,BS Communications Technology,Smart,Female
name2629,lastname2629,November,20,1997,BS Management Engineering,Smart,Male
name2630,lastname2630,January,20,2001,BS Legal Management,Smart,Female
name2631,lastname2631,December,17,1999,BS Communications Technology,Globe,Female
name2632,lastname2632,December,21,1999,BS Information Technology Entrepreneurship,Globe,Male
name2633,lastname2633,August,1,1999,BS Legal Management,Globe,Male
name2634,lastname2634,December,23,1997,BS Management,Globe,Male
name2635,lastname2635,November,11,1999,BS Legal Management,Globe,Male
name2636,lastname2636,January,14,1999,BS Management Engineering,Globe,Male
name2637,lastname2637,February,18,1999,BS Legal Management,Smart,Female
name2638,lastname2638,November,28,2000,BS Management Engineering,Globe,Male
name2639,lastname2639,September,9,1999,BS Information Technology Entrepreneurship,Globe,Male
name2640,lastname2640,December,13,1997,BS Communications Technology,Globe,Female
name2641,lastname2641,February,17,1999,BS Legal Management,Smart,Female
name2642,lastname2642,May,4,2000,BS Management,Globe,Female
name2643,lastname2643,October,9,1999,BS Legal Management,Globe,Female
name2644,lastname2644,March,24,2001,BS Management Engineering,Globe,Male
name2645,lastname2645,May,19,1998,BS Legal Management,Globe,Male
name2646,lastname2646,June,28,1998,BS Legal Managemnet,Globe,Male
name2647,lastname2647,April,8,1999,BS Management,Smart,Female
name2648,lastname2648,March,13,1999,BS Information Technology Entrepreneurship,Smart,Female
name2649,lastname2649,June,11,1997,BS Management Engineering,Globe,Male
name2650,lastname2650,June,2,1997,BS Communications Technology,Globe,Male
name2651,lastname2651,June,15,1998,BS Communications Technology,Smart,Male
name2652,lastname2652,November,25,1998,BS Legal Managemnet,Globe,Male
name2653,lastname2653,June,16,1998,BS Management,Globe,Male
name2654,lastname2654,November,2,2001,BS Communications Technology,Globe,Female
name2655,lastname2655,April,16,1997,BS Communications Technology,Smart,Female
name2656,lastname2656,April,28,1998,BS Information Technology Entrepreneurship,Globe,Male
name2657,lastname2657,May,21,1999,BS Communications Technology,Globe,Male
name2658,lastname2658,December,16,1997,BS Management Engineering,Smart,Female
name2659,lastname2659,September,12,1998,BS Management,Globe,Female
name2660,lastname2660,August,8,1998,BS Information Technology Entrepreneurship,Globe,Female
name2661,lastname2661,September,12,1999,BS Legal Managemnet,Smart,Female
name2662,lastname2662,September,3,1998,BS Information Technology Entrepreneurship,Smart,Male
name2663,lastname2663,August,20,1999,BS Management,Globe,Female
name2664,lastname2664,August,3,1998,BS Communications Technology,Smart,Male
name2665,lastname2665,April,12,1998,BS Legal Managemnet,Globe,Male
name2666,lastname2666,January,11,1998,BS Management Engineering,Globe,Female
name2667,lastname2667,October,10,2000,BS Communications Technology,Globe,Male
name2668,lastname2668,September,8,1998,BS Information Technology Entrepreneurship,Smart,Male
name2669,lastname2669,June,9,2000,BS Management Engineering,Smart,Male
name2670,lastname2670,May,1,1999,BS Management Engineering,Globe,Male
name2671,lastname2671,January,15,1998,BS Communications Technology,Smart,Male
name2672,lastname2672,May,6,1998,BS Communications Technology,Globe,Male
name2673,lastname2673,June,27,1998,BS Communications Technology,Globe,Male
name2674,lastname2674,March,8,2001,BS Management,Globe,Male
name2675,lastname2675,September,23,1999,BS Management,Globe,Female
name2676,lastname2676,August,25,1999,BS Management,Globe,Male
name2677,lastname2677,July,18,1999,BS Legal Management,Globe,Male
name2678,lastname2678,July,27,2000,BS Management,Globe,Female
name2679,lastname2679,May,23,1997,BS Management,Smart,Female
name2680,lastname2680,December,14,1999,BS Management Engineering,Globe,Male
name2681,lastname2681,September,12,1999,BS Management Engineering,Globe,Female
name2682,lastname2682,November,8,2000,BS Information Technology Entrepreneurship,Globe,Male
name2683,lastname2683,September,9,2000,BS Management Engineering,Smart,Male
name2684,lastname2684,December,15,1998,BS Communications Technology,Globe,Male
name2685,lastname2685,June,11,1997,BS Legal Managemnet,Globe,Female
name2686,lastname2686,December,18,1998,BS Management Engineering,Globe,Female
name2687,lastname2687,March,20,1999,BS Information Technology Entrepreneurship,Smart,Male
name2688,lastname2688,July,7,1997,BS Management,Smart,Male
name2689,lastname2689,March,21,1999,BS Communications Technology,Globe,Female
name2690,lastname2690,August,16,1999,BS Management Engineering,Globe,Male
name2691,lastname2691,March,16,2000,BS Management Engineering,Globe,Male
name2692,lastname2692,July,11,1998,BS Management,Globe,Male
name2693,lastname2693,August,6,1999,BS Legal Management,Globe,Male
name2694,lastname2694,November,18,1999,BS Information Technology Entrepreneurship,Smart,Female
name2695,lastname2695,September,6,2000,BS Legal Managemnet,Smart,Male
name2696,lastname2696,May,11,1997,BS Information Technology Entrepreneurship,Globe,Male
name2697,lastname2697,January,1,2001,BS Communications Technology,Globe,Female
name2698,lastname2698,October,3,1999,BS Information Technology Entrepreneurship,Globe,Male
name2699,lastname2699,March,17,1997,BS Information Technology Entrepreneurship,Smart,Female
name2700,lastname2700,January,16,1997,BS Communications Technology,Globe,Female
name2701,lastname2701,May,26,1998,BS Management Engineering,Smart,Male
name2702,lastname2702,April,24,1997,BS Legal Managemnet,Globe,Male
name2703,lastname2703,June,27,2001,BS Communications Technology,Globe,Male
name2704,lastname2704,January,20,1999,BS Communications Technology,Globe,Female
name2705,lastname2705,June,17,1997,BS Communications Technology,Globe,Female
name2706,lastname2706,November,24,1999,BS Legal Management,Globe,Female
name2707,lastname2707,February,2,2001,BS Information Technology Entrepreneurship,Globe,Male
name2708,lastname2708,April,1,1997,BS Management Engineering,Globe,Female
name2709,lastname2709,August,23,2000,BS Legal Management,Smart,Female
name2710,lastname2710,May,11,2001,BS Information Technology Entrepreneurship,Smart,Female
name2711,lastname2711,April,17,2000,BS Management Engineering,Globe,Female
name2712,lastname2712,July,23,1999,BS Management Engineering,Globe,Female
name2713,lastname2713,March,11,1998,BS Legal Management,Globe,Female
name2714,lastname2714,November,16,1999,BS Communications Technology,Globe,Female
name2715,lastname2715,July,12,1998,BS Information Technology Entrepreneurship,Globe,Female
name2716,lastname2716,January,21,2001,BS Communications Technology,Smart,Male
name2717,lastname2717,April,7,1997,BS Legal Managemnet,Globe,Male
name2718,lastname2718,January,14,1999,BS Communications Technology,Globe,Male
name2719,lastname2719,January,13,1998,BS Communications Technology,Globe,Female
name2720,lastname2720,January,14,2000,BS Information Technology Entrepreneurship,Globe,Male
name2721,lastname2721,November,22,2001,BS Management,Globe,Male
name2722,lastname2722,September,14,1997,BS Management,Smart,Female
name2723,lastname2723,December,17,1998,BS Information Technology Entrepreneurship,Smart,Female
name2724,lastname2724,January,20,1997,BS Management Engineering,Smart,Female
name2725,lastname2725,August,10,1997,BS Legal Management,Globe,Female
name2726,lastname2726,June,2,1997,BS Management,Globe,Male
name2727,lastname2727,May,25,1998,BS Legal Management,Smart,Male
name2728,lastname2728,January,2,1997,BS Communications Technology,Smart,Female
name2729,lastname2729,March,5,1998,BS Communications Technology,Smart,Male
name2730,lastname2730,May,13,1997,BS Legal Managemnet,Globe,Male
name2731,lastname2731,October,25,1997,BS Communications Technology,Globe,Female
name2732,lastname2732,July,20,1997,BS Legal Managemnet,Smart,Female
name2733,lastname2733,December,26,1999,BS Management,Globe,Male
name2734,lastname2734,July,14,2000,BS Information Technology Entrepreneurship,Smart,Female
name2735,lastname2735,June,4,1997,BS Information Technology Entrepreneurship,Smart,Male
name2736,lastname2736,August,23,2001,BS Management Engineering,Globe,Female
name2737,lastname2737,August,1,1999,BS Information Technology Entrepreneurship,Globe,Female
name2738,lastname2738,August,15,1999,BS Management,Globe,Female
name2739,lastname2739,October,7,1998,BS Legal Management,Globe,Female
name2740,lastname2740,February,20,1997,BS Information Technology Entrepreneurship,Smart,Male
name2741,lastname2741,December,16,1997,BS Management Engineering,Smart,Male
name2742,lastname2742,November,24,1998,BS Information Technology Entrepreneurship,Globe,Male
name2743,lastname2743,November,2,1997,BS Communications Technology,Globe,Female
name2744,lastname2744,December,27,1999,BS Management,Globe,Female
name2745,lastname2745,August,18,1999,BS Management Engineering,Smart,Female
name2746,lastname2746,August,14,2000,BS Management,Globe,Female
name2747,lastname2747,July,12,1997,BS Management,Globe,Male
name2748,lastname2748,November,27,1997,BS Communications Technology,Smart,Male
name2749,lastname2749,May,11,1997,BS Management,Globe,Female
name2750,lastname2750,May,22,1999,BS Management,Globe,Female
name2751,lastname2751,June,26,1997,BS Communications Technology,Smart,Female
name2752,lastname2752,March,21,1997,BS Communications Technology,Smart,Female
name2753,lastname2753,May,26,2001,BS Management Engineering,Smart,Male
name2754,lastname2754,January,2,1997,BS Information Technology Entrepreneurship,Globe,Female
name2755,lastname2755,September,28,1999,BS Legal Management,Smart,Female
name2756,lastname2756,October,5,2001,BS Information Technology Entrepreneurship,Globe,Female
name2757,lastname2757,February,22,1999,BS Information Technology Entrepreneurship,Globe,Male
